dataset,variant,fold,score,n_features,time,metric,test_subject
azt1d_s24,parallel,1,32.06511306992062,12,8.452939987182617,rmse,
azt1d_s25,resampling,1,41.53553782123528,13,46.149598121643066,rmse,
azt1d_s25,aggregate,1,40.89247359134102,14,50.834802865982056,rmse,
azt1d_s25,pattern,1,41.54352840928003,18,79.72122001647949,rmse,
azt1d_s25,decision_tree,1,42.34414152875378,18,29.77881765365601,rmse,
azt1d_s25,n_trials_1000,1,42.500026626485834,11,137.08839082717896,rmse,
azt1d_s25,raw_only,1,41.66441642782315,11,36.18445897102356,rmse,
azt1d_s25,nsga2,1,42.71766223819648,10,27.89551782608032,rmse,
azt1d_s25,parallel,1,40.91027612601569,12,8.532565832138062,rmse,
pamap2,resampling,1,0.7287234042553191,11,614.166848897934,accuracy,101.0
pamap2,resampling,2,0.6867002714230321,12,687.2469370365143,accuracy,102.0
pamap2,resampling,3,0.8740480374926772,12,706.8133730888367,accuracy,103.0
pamap2,resampling,4,0.8839876488751655,17,1043.5098140239716,accuracy,104.0
pamap2,resampling,5,0.8385767790262172,14,808.539737701416,accuracy,105.0
pamap2,resampling,6,0.9293300653594772,18,1106.9465301036837,accuracy,106.0
pamap2,resampling,7,0.9600351339481774,17,1055.3539369106293,accuracy,107.0
pamap2,resampling,8,0.8389863547758285,18,1097.5982599258425,accuracy,108.0
pamap2,aggregate,1,0.7250409165302782,18,1104.096055984497,accuracy,101.0
pamap2,aggregate,2,0.716556804963164,16,961.7237770557404,accuracy,102.0
pamap2,aggregate,3,0.9173989455184536,13,773.1187839508057,accuracy,103.0
pamap2,aggregate,4,0.9329510366122628,16,997.79248213768,accuracy,104.0
pamap2,aggregate,5,0.8767790262172285,15,904.8317050933838,accuracy,105.0
pamap2,aggregate,6,0.915032679738562,16,1061.0961248874664,accuracy,106.0
pamap2,aggregate,7,0.9046991655687308,22,1825.091160774231,accuracy,107.0
pamap2,aggregate,8,0.7684210526315789,16,1168.5349521636963,accuracy,108.0
pamap2,pattern,1,0.7238134206219312,17,2132.003065109253,accuracy,101.0
pamap2,pattern,2,0.6750678557580457,15,1963.886323928833,accuracy,102.0
pamap2,pattern,3,0.929701230228471,20,2411.386915206909,accuracy,103.0
pamap2,pattern,4,0.8923687692986325,21,2563.287281036377,accuracy,104.0
pamap2,pattern,5,0.9056179775280899,18,1695.9139277935028,accuracy,105.0
pamap2,pattern,6,0.920751633986928,16,1471.9161429405212,accuracy,106.0
pamap2,pattern,7,0.9635485287659201,23,1966.3514831066132,accuracy,107.0
pamap2,pattern,8,0.7703703703703704,15,1453.3371150493622,accuracy,108.0
pamap2,decision_tree,1,0.6992635024549918,21,60.893385887145996,accuracy,101.0
pamap2,decision_tree,2,0.7076386196200077,17,50.66860795021057,accuracy,102.0
pamap2,decision_tree,3,0.8558875219683656,17,51.12193989753723,accuracy,103.0
pamap2,decision_tree,4,0.839435377150419,9,31.266362190246582,accuracy,104.0
pamap2,decision_tree,5,0.849063670411985,12,38.78566908836365,accuracy,105.0
pamap2,decision_tree,6,0.7377450980392157,36,142.83725309371948,accuracy,106.0
pamap2,decision_tree,7,0.7224418093983311,18,58.83835506439209,accuracy,107.0
pamap2,decision_tree,8,0.8666666666666667,14,43.764017820358276,accuracy,108.0
pamap2,n_trials_1000,1,0.6747135842880524,15,1955.8941488265991,accuracy,101.0
pamap2,n_trials_1000,2,0.7006591702210159,14,1779.128095149994,accuracy,102.0
pamap2,n_trials_1000,3,0.9566490919742238,17,2305.1330859661102,accuracy,103.0
pamap2,n_trials_1000,4,0.7878253198059109,15,1933.129959821701,accuracy,104.0
pamap2,n_trials_1000,5,0.8685393258426967,18,2376.568677186966,accuracy,105.0
pamap2,n_trials_1000,6,0.9178921568627451,20,2788.0172181129456,accuracy,106.0
pamap2,n_trials_1000,7,0.9310496267018006,15,1943.6087229251862,accuracy,107.0
pamap2,n_trials_1000,8,0.869785575048733,17,2240.75976896286,accuracy,108.0
pamap2,raw_only,1,0.6698036006546645,15,582.6509680747986,accuracy,101.0
pamap2,raw_only,2,0.5420705699883676,17,686.9322938919067,accuracy,102.0
pamap2,raw_only,3,0.9173989455184535,14,560.0027990341187,accuracy,103.0
pamap2,raw_only,4,0.8187031318923688,17,692.5933952331543,accuracy,104.0
pamap2,raw_only,5,0.8662921348314607,18,735.2265768051147,accuracy,105.0
pamap2,raw_only,6,0.9068627450980392,15,590.9370791912079,accuracy,106.0
pamap2,raw_only,7,0.8717610891523935,15,593.7713289260864,accuracy,107.0
pamap2,raw_only,8,0.4939571150097466,16,633.739315032959,accuracy,108.0
pamap2,nsga2,1,0.6624386252045826,15,588.0647330284119,accuracy,101.0
pamap2,nsga2,2,0.7533927879022877,17,682.609570980072,accuracy,102.0
pamap2,nsga2,3,0.9431751611013474,20,874.8261871337891,accuracy,103.0
pamap2,nsga2,4,0.9638288486987208,20,843.34565782547,accuracy,104.0
pamap2,nsga2,5,0.90374531835206,16,617.0855076313019,accuracy,105.0
pamap2,nsga2,6,0.9068627450980392,20,836.1922478675842,accuracy,106.0
pamap2,nsga2,7,0.9617918313570487,20,860.0129389762878,accuracy,107.0
pamap2,nsga2,8,0.7021442495126705,13,500.4874370098114,accuracy,108.0
pamap2,parallel,1,0.6513911620294599,10,54.645939111709595,accuracy,101.0
pamap2,parallel,2,0.7378829003489724,10,53.957168102264404,accuracy,102.0
pamap2,parallel,3,0.8845928529584065,10,56.56746983528137,accuracy,103.0
pamap2,parallel,4,0.7622408469342744,10,54.96242904663086,accuracy,104.0
pamap2,parallel,5,0.847940074906367,10,54.292171001434326,accuracy,105.0
pamap2,parallel,6,0.8235294117647058,10,54.23075485229492,accuracy,106.0
pamap2,parallel,7,0.6798418972332015,10,54.79594397544861,accuracy,107.0
pamap2,parallel,8,0.3676413255360624,10,54.56520080566406,accuracy,108.0
